City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Cockburn Town,21.4612,-71.1419,78.76,69,40,9.22,TC,1643500399
282,Awjilah,29.1081,21.2869,53.62,40,21,16.53,LY,1643500399
283,Erechim,-27.6342,-52.2739,64.44,89,80,5.61,BR,1643500407
284,Abu Dhabi,24.4667,54.3667,66.96,79,0,1.14,AE,1643500340
285,Cancún,21.1743,-86.8466,68.05,64,91,12.3,MX,1643500234
286,Zaysan,47.4667,84.8667,-4.99,87,100,2.66,KZ,1643500407
287,Mokrousovo,55.8103,66.7653,5.7,92,100,5.79,RU,1643500408
288,Yangi Marg`ilon,40.4272,71.7189,34.52,93,75,6.91,UZ,1643500408
289,Beringovskiy,63.05,179.3167,-9.04,99,93,2.46,RU,1643500418
290,Bubaque,11.2833,-15.8333,78.98,69,93,16.69,GW,1643500419
291,Ampére,-25.915,-53.4728,66.54,83,100,6.22,BR,1643500419
292,Zhigansk,66.7697,123.3711,-32.55,100,99,3.13,RU,1643500419
293,Raudeberg,61.9875,5.1352,41.2,82,100,11.01,NO,1643500420
294,Caşin,46.2,26.75,34.81,70,70,6.8,RO,1643500423
295,Nísia Floresta,-6.0911,-35.2086,79.18,83,99,6.64,BR,1643500423
296,Inta,66.0317,60.1659,8.69,84,99,8.3,RU,1643500424
297,Tuatapere,-46.1333,167.6833,58.96,93,100,4.63,NZ,1643500424
298,Oksovskiy,62.6062,39.8984,5.2,98,100,5.48,RU,1643500425
299,Tāybād,34.74,60.7756,37.29,77,0,3.15,IR,1643500425
300,Anandnagar,27.1,83.2833,46.58,84,0,6.53,IN,1643500426
301,Praia da Vitória,38.7333,-27.0667,59.25,82,75,11.63,PT,1643500426
302,Bayir,37.2687,28.2167,43.32,79,100,5.12,TR,1643500427
303,Ferrandina,40.5012,16.4547,39.97,69,5,8.48,IT,1643500427
304,Lagoa,39.05,-27.9833,58.42,73,59,15.01,PT,1643500428
305,Yar-Sale,66.8333,70.8333,-10.05,98,86,8.7,RU,1643500429
306,Bathsheba,13.2167,-59.5167,77.61,73,40,17.27,BB,1643500493
307,Baker City,44.7749,-117.8344,30.6,77,57,4.38,US,1643500493
308,Nouakchott,18.0858,-15.9785,67.93,65,100,15.75,MR,1643500494
309,Yevlax,40.6089,47.1492,30.42,41,24,14.63,AZ,1643500494
310,Tekirdağ,40.978,27.5085,33.15,82,65,5.61,TR,1643500495
311,Inírida,3.8653,-67.9239,77.63,56,81,0.63,CO,1643500495
312,Nelson Bay,-32.7167,152.15,82.29,68,94,1.99,AU,1643500496
313,Lata,40.1629,-8.3327,48.72,52,0,5.5,PT,1643500496
314,Salinópolis,-0.6136,-47.3561,75.61,89,100,5.79,BR,1643500497
315,Aketi,2.7388,23.7833,66.65,39,2,2.3,CD,1643500497
316,Saint-Joseph,-21.3667,55.6167,75.58,82,24,11.36,RE,1643500498
317,Whitehorse,60.7161,-135.0538,23.09,78,75,5.99,CA,1643500498
318,Dolores,-36.3132,-57.6792,67.87,70,76,8.28,AR,1643500498
319,San Patricio,28.017,-97.5169,65.08,39,59,10.02,US,1643500499
320,Taylor,32.3001,-99.8337,63.86,17,0,17.27,US,1643500500
321,Kolpashevo,58.3131,82.9089,-4.31,100,100,4.59,RU,1643500501
322,Powell,40.1578,-83.0752,16.68,74,100,1.01,US,1643500502
323,Jalpan,21.2333,-99.4833,53.17,85,90,2.64,MX,1643500502
324,Belmonte,-15.8631,-38.8828,79.3,82,39,10.02,BR,1643500502
325,Kristiansund,63.1115,7.732,41.65,87,100,37.98,NO,1643500502
326,Fairbanks,64.8378,-147.7164,-5.98,72,40,0.0,US,1643500203
327,Poum,-20.2333,164.0167,81.79,76,52,8.5,NC,1643500503
328,Ucluelet,48.9329,-125.5528,43.11,91,100,1.99,CA,1643500503
329,Port Keats,-14.25,129.55,82.76,81,100,19.08,AU,1643500503
330,Dulce Nombre de Culmí,15.1,-85.5333,84.43,84,71,4.34,HN,1643500504
331,Sīrjān,29.452,55.6814,44.28,54,6,7.4,IR,1643500504
332,Kamennomostskoye,43.7372,43.0514,25.68,69,100,7.72,RU,1643500504
333,Valparaíso,-33.0393,-71.6273,71.83,60,0,11.5,CL,1643500360
334,Yenagoa,4.9247,6.2642,73.63,73,12,1.63,NG,1643500505
335,Conceição do Araguaia,-8.2578,-49.2647,71.98,95,91,3.85,BR,1643500505
336,Guatire,10.4762,-66.5427,82.9,92,55,2.39,VE,1643500506
337,Somerset,40.5668,-74.5496,19.81,54,100,1.01,US,1643500506
338,Kiryat Gat,31.61,34.7642,49.41,100,0,2.59,IL,1643500506
339,Nakamura,32.9833,132.9333,42.57,65,100,3.15,JP,1643500507
340,Rawson,-43.3002,-65.1023,79.39,32,73,12.71,AR,1643500507
341,Sabang,5.8933,95.3214,81.95,70,66,8.23,ID,1643500507
342,Jumla,29.2747,82.1838,31.12,43,0,4.97,NP,1643500509
343,Pitmoaga,12.2397,-1.8767,73.02,16,32,10.94,BF,1643500509
344,Kumluca,36.3703,30.2869,45.68,67,100,6.51,TR,1643500510
345,Longyearbyen,78.2186,15.6401,8.44,66,0,16.11,SJ,1643500510
346,Madimba,-10.4,40.3333,75.27,91,100,5.39,TZ,1643500510
347,Pontianak,-0.0333,109.3333,76.98,94,40,2.3,ID,1643500510
348,Abirāmam,9.4667,78.45,75.2,78,57,10.42,IN,1643500511
349,Sisimiut,66.9395,-53.6735,6.6,80,100,28.52,GL,1643500511
350,Rostovka,55.3842,71.8891,2.88,87,100,8.75,RU,1643500511
351,Mount Gambier,-37.8333,140.7667,69.71,78,100,10.36,AU,1643500512
352,Dahuk,36.8695,42.994,36.25,77,99,4.43,IQ,1643500512
353,Puntarenas,9.9763,-84.8384,87.73,68,28,6.55,CR,1643500512
354,Alofi,-19.0595,-169.9187,85.89,70,93,6.91,NU,1643500513
355,Newport,51.5877,-2.9984,43.86,88,26,6.2,GB,1643500513
356,Marsh Harbour,26.5412,-77.0636,60.08,60,49,25.88,BS,1643500523
357,Viedma,-40.8135,-62.9967,78.1,49,23,8.77,AR,1643500584
358,Sørland,67.667,12.6934,35.67,60,100,25.3,NO,1643500584
359,Cap Malheureux,-19.9842,57.6142,79.29,78,92,3.0,MU,1643500589
360,Santo Ângelo,-28.2992,-54.2631,75.52,64,0,9.22,BR,1643500590
361,Ihlow,51.8833,13.3333,45.0,61,40,21.85,DE,1643500590
362,Grindavik,63.8424,-22.4338,36.07,80,75,13.8,IS,1643500590
363,Mana,5.6592,-53.7767,75.9,85,86,7.7,GF,1643500591
364,Sept-Îles,50.2001,-66.3821,7.05,61,100,8.01,CA,1643500591
365,Birao,10.2849,22.7882,63.64,17,44,6.67,CF,1643500592
366,Ahipara,-35.1667,173.1667,75.65,49,70,6.44,NZ,1643500592
367,Namtsy,62.7161,129.6658,-34.49,100,66,0.98,RU,1643500592
368,Port Macquarie,-31.4333,152.9167,81.9,63,91,4.32,AU,1643500593
369,Staryy Nadym,65.6118,72.6842,-8.91,95,92,9.57,RU,1643500598
370,Lucapa,-8.4192,20.7447,66.24,95,100,2.89,AO,1643500598
371,Östersund,63.1792,14.6357,25.25,100,20,12.66,SE,1643500599
372,Soria,41.6667,-2.6667,34.86,36,0,2.1,ES,1643500599
373,Damaturu,11.747,11.9608,60.4,18,97,9.1,NG,1643500599
374,Seguin,29.5688,-97.9647,62.58,24,46,7.63,US,1643500600
375,Kaitangata,-46.2817,169.8464,56.59,93,100,6.33,NZ,1643500600
376,Ponta do Sol,32.6667,-17.1,63.23,42,33,5.86,PT,1643500600
377,Ryōtsu-minato,38.0833,138.4333,33.76,61,95,13.24,JP,1643500601
378,Tobermory,45.2501,-81.6665,13.3,85,86,10.11,CA,1643500601
379,Saint John,45.2727,-66.0677,20.43,86,100,28.77,CA,1643500524
380,Ust'-Ishim,57.6935,71.1665,6.87,89,100,6.87,RU,1643500601
381,Tharād,24.3961,71.6267,55.18,36,0,1.21,IN,1643500602
382,Sal Rei,16.1833,-22.9167,68.56,72,100,18.01,CV,1643500602
383,Kuito,-12.3833,16.9333,59.97,93,100,5.88,AO,1643500603
384,Manono,-7.3,27.4167,68.99,97,100,3.6,CD,1643500603
385,Virginia Beach,36.8529,-75.978,29.1,53,39,8.01,US,1643500603
386,Pisticci,40.3906,16.5568,41.13,57,7,8.43,IT,1643500608
387,Taiobeiras,-15.8078,-42.2331,65.73,90,100,3.11,BR,1643500609
388,Macao,22.2006,113.5461,57.07,82,40,19.57,MO,1643500609
389,Parkes,-33.1333,148.1833,74.14,67,66,6.08,AU,1643500609
390,Tabuk,17.4189,121.4443,74.97,86,40,3.2,PH,1643500610
391,Usinsk,65.9939,57.5281,12.79,91,100,18.52,RU,1643500610
392,Dongsheng,39.8161,109.9776,16.14,50,63,17.47,CN,1643500610
393,Pārīchha,25.5167,78.75,52.18,46,0,5.5,IN,1643500611
394,Deming,32.2687,-107.7586,56.25,25,6,5.61,US,1643500611
395,Flin Flon,54.7682,-101.865,-0.56,71,40,3.44,CA,1643500611
396,Irbeyskoye,55.6428,95.4522,-15.88,99,71,2.82,RU,1643500612
397,Buraidah,26.326,43.975,50.45,38,4,15.23,SA,1643500612
398,Limbang,4.75,115.0,78.91,95,98,1.14,MY,1643500615
399,Maniitsoq,65.4167,-52.9,8.55,74,100,25.1,GL,1643500615
400,Auki,-8.7676,160.7034,83.84,77,99,8.28,SB,1643500616
401,Pisco,-13.7,-76.2167,71.65,73,0,17.27,PE,1643500495
402,La Asuncion,11.0333,-63.8628,80.33,74,96,12.66,VE,1643500616
403,Almora,29.6167,79.6667,37.44,67,0,2.26,IN,1643500617
404,Saint-Augustin,51.226,-58.6502,7.72,94,100,22.12,CA,1643500617
405,Varangaon,21.0167,75.9,59.04,29,2,2.95,IN,1643500617
406,Mujiayingzi,42.1167,118.7833,11.73,42,0,4.7,CN,1643500618
407,San Jerónimo,-11.9472,-75.2829,49.24,91,100,4.23,PE,1643500618
408,Graaff-Reinet,-32.2522,24.5308,60.93,83,0,2.28,ZA,1643500678
409,Ostrovnoy,68.0531,39.5131,17.42,90,84,15.41,RU,1643500679
410,Gal'bshtadt,53.2264,78.9845,1.42,86,73,11.36,RU,1643500679
411,Córdoba,-31.4135,-64.1811,74.25,64,20,6.91,AR,1643500679
412,North Augusta,33.5018,-81.9651,38.1,40,0,5.26,US,1643500500
413,Gravelbourg,49.8834,-106.5512,26.87,93,32,4.43,CA,1643500680
414,Itaituba,-4.2761,-55.9836,71.44,100,100,1.79,BR,1643500680
415,Port Said,31.2565,32.2841,53.58,71,20,2.3,EG,1643500683
416,Akureyri,65.6835,-18.0878,33.73,69,75,16.11,IS,1643500683
417,Samaná,19.2056,-69.3369,78.76,77,5,4.63,DO,1643500686
418,Taos,36.4072,-105.5731,49.6,35,0,1.99,US,1643500686
419,Mariehamn,60.0973,19.9348,37.26,100,100,4.61,AX,1643500687
420,Yulara,-25.2406,130.9889,76.84,88,100,14.97,AU,1643500597
421,Sokoni,-6.4333,39.55,79.72,76,99,10.58,TZ,1643500687
422,Orchard Homes,46.8633,-114.0484,38.28,60,22,1.99,US,1643500687
423,Omsukchan,62.5333,155.8,-6.43,98,100,5.26,RU,1643500688
424,Qaqortoq,60.7167,-46.0333,16.92,88,100,18.77,GL,1643500688
425,San Cristobal,7.7669,-72.225,75.38,79,47,3.49,VE,1643500688
426,Talnakh,69.4865,88.3972,-3.8,96,100,9.04,RU,1643500594
427,Kodinsk,58.6881,99.1844,-2.38,99,100,2.71,RU,1643500689
428,Sinnamary,5.3833,-52.95,76.17,86,86,8.39,GF,1643500689
429,Gander,48.9682,-54.5906,30.33,92,100,25.99,CA,1643500689
430,Tygda,53.1167,126.3333,-2.85,82,71,7.47,RU,1643500690
431,Taltal,-25.4,-70.4833,66.65,77,6,5.41,CL,1643500690
432,Urengoy,65.9667,78.3667,-13.22,99,99,7.52,RU,1643500690
433,Yazykovo,55.2199,56.1353,8.08,93,100,6.2,RU,1643500691
434,Aklavik,68.2191,-135.0107,-15.77,69,40,0.0,CA,1643500692
435,Wonthaggi,-38.6044,145.5913,77.05,86,98,13.04,AU,1643500693
436,Birobidzhan,48.8,132.95,-18.4,92,6,1.63,RU,1643500693
437,Varlamovo,53.1897,48.4226,19.51,96,98,3.53,RU,1643500693
438,Ati,13.2154,18.3353,62.08,14,34,11.63,TD,1643500694
439,Manakara,-22.1333,48.0167,74.53,84,51,5.35,MG,1643500694
440,Plérin,48.5425,-2.7798,47.97,96,100,5.99,FR,1643500694
441,Eirunepé,-6.6603,-69.8736,78.19,82,100,0.94,BR,1643500695
442,Merrill,45.1805,-89.6835,21.15,68,100,3.44,US,1643500695
443,Bondoukou,8.0333,-2.8,76.84,20,25,5.08,CI,1643500695
444,Barra Patuca,15.8,-84.2833,75.43,81,13,16.06,HN,1643500696
445,Maceió,-9.6658,-35.7353,78.24,83,75,5.75,BR,1643500696
446,Zaton,53.2936,83.8072,2.79,78,0,8.95,RU,1643500696
447,Río Gallegos,-51.6226,-69.2181,46.45,93,100,9.22,AR,1643500697
448,Riyadh,24.6877,46.7219,50.14,41,0,8.23,SA,1643500617
449,Salinas,36.6777,-121.6555,67.98,47,66,3.06,US,1643500659
450,Tabursuq,36.4569,9.2475,43.9,94,0,5.93,TN,1643500697
451,Carlisle,40.2015,-77.1889,21.16,31,30,5.99,US,1643500590
452,Taoudenni,22.6783,-3.9836,73.24,11,97,13.35,ML,1643500698
453,Muros,42.7762,-9.0603,52.84,78,15,4.74,ES,1643500698
454,Morros,-9.4467,-46.3003,69.93,89,100,3.51,BR,1643500703
455,Vidim,56.4088,103.1106,-17.12,100,100,2.95,RU,1643500703
456,Klyuchi,52.2667,79.1667,3.99,86,72,9.84,RU,1643500704
457,Tucumcari,35.1717,-103.725,52.02,15,0,6.82,US,1643500705
458,Katherine,-14.4667,132.2667,82.72,74,100,16.11,AU,1643500705
459,Ures,29.4333,-110.4,79.27,20,1,5.97,MX,1643500765
460,Cham,47.1821,8.4636,42.96,76,53,4.83,CH,1643500766
461,Stornoway,58.2093,-6.3865,40.03,81,100,1.01,GB,1643500766
462,Atambua,-9.1061,124.8925,75.92,89,99,6.67,ID,1643500766
463,Gobabis,-22.45,18.9667,69.35,72,73,13.24,NA,1643500767
464,Mersing,2.4312,103.8405,73.31,94,59,4.61,MY,1643500767
465,Berlevåg,70.8578,29.0864,20.89,75,93,1.9,NO,1643500767
466,Onguday,50.75,86.15,-10.46,98,38,2.59,RU,1643500768
467,Mossamedes,-15.1961,12.1522,70.84,76,100,6.04,AO,1643500768
468,Deep River,46.1001,-77.4995,-0.06,92,1,3.87,CA,1643500768
469,Verkhnyaya Inta,65.9811,60.3094,8.1,82,99,7.85,RU,1643500768
470,Narsaq,60.9167,-46.05,14.72,95,100,11.41,GL,1643500769
471,Cabedelo,-6.9811,-34.8339,77.67,80,74,9.19,BR,1643500769
472,Egvekinot,66.3167,-179.1667,-3.62,67,11,0.63,RU,1643500774
473,Hofn,64.2539,-15.2082,31.06,62,34,9.28,IS,1643500775
474,Kattivākkam,13.2167,80.3167,79.07,80,26,8.99,IN,1643500775
475,Havre-St-Pierre,50.2334,-63.5986,10.4,72,100,27.63,CA,1643500776
476,Menongue,-14.6585,17.691,63.28,97,100,8.99,AO,1643500776
477,Gwadar,25.1216,62.3254,70.11,74,0,8.08,PK,1643500777
478,Finnsnes,69.2296,17.9811,15.76,88,96,5.19,NO,1643500777
479,Camocim,-2.9022,-40.8411,76.46,87,100,8.21,BR,1643500778
480,Sarangani,5.4033,125.4636,80.55,76,79,6.76,PH,1643500778
481,Brookhaven,31.5791,-90.4407,43.25,55,0,4.7,US,1643500778
482,Jalu,29.0331,21.5482,53.56,40,18,16.89,LY,1643500779
483,Sur,22.5667,59.5289,69.91,51,5,1.32,OM,1643500779
484,Ikwiriri,-7.9562,38.9716,72.1,98,100,3.27,TZ,1643500785
485,Santa Helena de Goiás,-17.8136,-50.5969,70.86,92,100,6.44,BR,1643500773
486,Bintulu,3.1667,113.0333,77.41,94,20,0.0,MY,1643500785
487,Blenheim,-41.516,173.9528,82.0,57,11,7.0,NZ,1643500785
488,Maumere,-8.6199,122.2111,81.1,80,100,4.14,ID,1643500786
489,Sexsmith,55.35,-118.786,36.75,70,100,6.91,CA,1643500786
490,Masvingo,-20.0637,30.8277,66.52,91,100,3.76,ZW,1643500786
491,Charlestown,-32.95,151.6667,82.08,74,83,5.01,AU,1643500787
492,Imbituba,-28.24,-48.6703,70.83,84,98,6.04,BR,1643500787
493,Mongo,12.1844,18.693,65.5,15,16,6.44,TD,1643500787
494,Republic,37.12,-93.4802,50.92,61,2,8.66,US,1643500789
495,Fort Nelson,58.8053,-122.7002,6.39,78,100,9.22,CA,1643500789
496,Broome,42.2506,-75.833,10.02,74,99,5.01,US,1643500789
497,Ilo,-17.6394,-71.3375,68.23,77,61,1.03,PE,1643500592
498,Zhengjiatun,43.5064,123.5064,1.15,84,4,4.79,CN,1643500790
499,North Bend,43.4065,-124.2243,59.94,90,44,4.09,US,1643500790
500,Sioux Lookout,50.1001,-91.917,8.98,85,100,3.44,CA,1643500790
501,Solnechnyy,50.7214,136.6319,-10.73,89,74,0.96,RU,1643500791
502,Ilulissat,69.2167,-51.1,6.03,83,100,12.62,GL,1643500791
503,Deogarh,21.5333,84.7333,51.57,43,1,4.23,IN,1643500791
504,Albania,41.0,20.0,25.99,67,13,5.97,AL,1643500792
505,Hukuntsi,-24.0,21.75,71.73,71,32,15.7,BW,1643500792
506,Natal,-5.795,-35.2094,79.02,89,20,4.61,BR,1643500756
507,Anadyr,64.75,177.4833,-10.7,76,40,0.0,RU,1643500792
508,Oruzgan,32.8333,66.0,34.84,63,62,8.7,AF,1643500793
509,Lagos,6.5833,3.75,77.32,44,44,3.65,NG,1643500793
510,Manicoré,-5.8092,-61.3003,72.36,99,100,0.74,BR,1643500853
511,Namchi,27.1667,88.35,46.06,77,93,2.46,IN,1643500854
512,Paraíso,9.8383,-83.8656,66.42,94,42,4.07,CR,1643500854
513,Boca do Acre,-8.7522,-67.3978,73.78,97,100,0.47,BR,1643500855
514,Örnsköldsvik,63.2909,18.7153,30.02,100,100,16.11,SE,1643500855
515,China,25.7,-99.2333,59.86,32,3,9.46,MX,1643500855
516,Kita,13.0349,-9.4895,75.99,18,11,4.56,ML,1643500856
517,Penzance,50.1186,-5.5371,47.77,82,58,7.63,GB,1643500856
518,Oodweyne,9.4092,45.064,61.3,26,38,10.71,SO,1643500856
519,Kieta,-6.2167,155.6333,80.1,87,100,7.56,PG,1643500835
520,Van,38.4924,43.3831,12.47,89,72,8.77,TR,1643500857
521,Odesskoye,54.2111,72.9651,-5.13,92,97,7.27,RU,1643500857
522,Vila Franca do Campo,37.7167,-25.4333,58.19,72,68,9.69,PT,1643500857
523,Bacolod City,10.6667,122.95,80.08,80,21,3.15,PH,1643500831
524,Ranong,9.9658,98.6348,76.64,84,49,2.51,TH,1643500858
525,Tamworth,52.634,-1.6959,44.37,83,38,3.0,GB,1643500858
526,Kindu,-2.95,25.95,71.85,86,91,1.97,CD,1643500859
527,Bilma,18.6853,12.9164,57.9,20,2,13.6,NE,1643500859
528,Palmer,42.1584,-72.3287,15.49,76,100,8.99,US,1643500859
529,La Libertad,-2.2333,-80.9,75.29,82,100,7.25,EC,1643500860
530,De-Kastri,51.4667,140.7833,-10.34,97,81,7.38,RU,1643500860
531,Karratha,-20.7377,116.8463,82.11,59,90,15.64,AU,1643500861
532,Muravlenko,63.7898,74.523,-5.22,98,98,8.48,RU,1643500861
533,Sandy Bay,-42.913,147.3532,76.05,57,75,3.0,AU,1643500862
534,Paka,4.6374,103.4368,74.35,86,37,3.27,MY,1643500862
535,Kaka,37.3482,59.6143,38.64,71,51,1.57,TM,1643500862
536,Vaitape,-16.5167,-151.75,80.58,72,43,9.04,PF,1643500863
537,Santa Cruz de la Sierra,-17.8,-63.1667,79.79,57,89,5.41,BO,1643500863
538,Kailua,21.4022,-157.7394,81.07,64,4,8.01,US,1643500863
539,Mandalgovi,45.7625,106.2708,-0.65,85,100,19.3,MN,1643500864
540,Bell Ville,-32.6259,-62.6887,77.67,48,0,8.77,AR,1643500864
541,Piaçabuçu,-10.4056,-36.4344,78.37,66,100,8.79,BR,1643500864
542,Båtsfjord,70.6345,29.7185,14.34,87,93,2.77,NO,1643500865
543,Birjand,32.8663,59.2211,40.95,66,6,4.21,IR,1643500865
544,Ambilobe,-13.2,49.05,74.3,92,84,2.04,MG,1643500865
545,Sarai,53.7458,41.0213,25.95,97,100,4.94,RU,1643500866
546,Calvià,39.5657,2.5062,46.08,73,0,2.84,ES,1643500866
547,Grand Gaube,-20.0064,57.6608,76.37,78,94,3.0,MU,1643500866
548,Nadym,65.5333,72.5167,-8.86,95,90,9.66,RU,1643500867
549,Kalispell,48.1958,-114.3129,28.78,89,67,1.79,US,1643500803
550,Olinda,-8.0089,-34.8553,76.57,80,76,4.5,BR,1643500867
551,Kaduqli,11.0167,29.7167,66.74,14,2,11.23,SD,1643500868
552,Puerto Padre,21.195,-76.6028,68.27,76,81,15.77,CU,1643500868
553,Holovyne,50.4712,28.8253,25.93,88,99,19.44,UA,1643500868
554,Miyako,39.6367,141.9525,29.37,45,5,8.14,JP,1643500869
555,Beira,-19.8436,34.8389,76.95,82,53,4.29,MZ,1643500869
556,Thanh Hoa,19.8,105.7667,55.62,80,100,6.78,VN,1643500804
557,Nelspruit,-25.4745,30.9703,67.95,95,100,0.92,ZA,1643500870
558,Burns Lake,54.2331,-125.7533,32.61,94,76,3.96,CA,1643500870
559,Manyana,-23.4,21.7167,71.89,72,84,14.63,BW,1643500870
560,Ngunguru,-35.6167,174.5,72.16,64,40,11.16,NZ,1643500871
561,Lumby,50.2498,-118.969,32.04,95,100,1.1,CA,1643500931
562,Anloga,5.7947,0.8973,79.59,84,90,4.85,GH,1643500932
563,Águas Vermelhas,-15.7472,-41.46,65.57,95,14,2.46,BR,1643500932
